Time,PV_input_current(A),PV_input_voltage(V),Irradiance,PV_temp,PV_no.
2021-02-07 16:00:00,1.64,798.3,0,0,2
2021-02-07 16:15:00,1.64,795.5,0,0,2
2021-02-07 16:30:00,1.66,782.0,0,0,2
2021-02-07 16:45:00,1.86,695.3,0,0,2
2021-02-07 17:00:00,1.61,696.0,0,0,2
2021-02-07 17:15:00,1.01,682.9,0,0,2
2021-02-07 17:30:00,0.81,671.3,0,0,2
2021-02-07 17:45:00,0.61,670.8,0,0,2
2021-02-07 18:00:00,0.41,647.4,0,0,2
2021-02-07 18:15:00,0.21,569.4,0,0,2
2021-02-07 18:30:00,0.21,503.3,0,0,2
2021-02-07 18:45:00,0.0,0.0,0,0,2
2021-02-08 00:00:00,0.0,0.0,0,0,2
2021-02-08 06:45:00,0.0,667.5,0,0,2
2021-02-08 07:00:00,0.06,556.1,0,0,2
2021-02-08 07:15:00,0.26,664.0,0,0,2
2021-02-08 07:30:00,0.46,700.0,0,0,2
2021-02-08 07:45:00,0.66,719.1,0,0,2
2021-02-08 08:00:00,0.86,718.0,0,0,2
2021-02-08 08:15:00,1.26,724.0,0,0,2
2021-02-08 08:30:00,1.26,736.0,0,0,2
2021-02-08 08:45:00,1.68,724.0,0,0,2
2021-02-08 09:00:00,2.05,722.7,0,0,2
2021-02-08 09:15:00,1.82,718.1,0,0,2
2021-02-08 09:30:00,2.46,706.0,0,0,2
2021-02-08 09:45:00,3.22,720.6,0,0,2
2021-02-08 10:00:00,3.4,699.2,0,0,2
2021-02-08 10:15:00,3.57,707.2,0,0,2
2021-02-08 10:30:00,4.68,691.5,0,0,2
2021-02-08 10:45:00,5.24,694.0,0,0,2
2021-02-08 11:00:00,5.63,682.0,0,0,2
2021-02-08 11:15:00,2.81,682.0,0,0,2
2021-02-08 11:30:00,5.77,699.9,0,0,2
2021-02-08 11:45:00,5.31,678.3,0,0,2
2021-02-08 12:00:00,5.42,685.7,0,0,2
2021-02-08 12:15:00,6.2,682.0,0,0,2
2021-02-08 12:30:00,6.24,677.1,0,0,2
2021-02-08 12:45:00,2.21,672.4,0,0,2
2021-02-08 13:00:00,2.29,700.0,0,0,2
2021-02-08 13:15:00,1.58,692.6,0,0,2
2021-02-08 13:30:00,1.94,676.0,0,0,2
2021-02-08 13:45:00,1.47,683.4,0,0,2
2021-02-08 14:00:00,1.07,694.0,0,0,2
2021-02-08 14:15:00,1.07,689.4,0,0,2
2021-02-08 14:30:00,0.87,704.7,0,0,2
2021-02-08 14:45:00,0.0,803.7,0,0,2
2021-02-08 15:00:00,0.0,818.4,0,0,2
2021-02-08 15:15:00,0.0,879.1,0,0,2
2021-02-08 15:30:00,0.0,888.0,0,0,2
2021-02-08 15:45:00,0.0,847.8,0,0,2
2021-02-08 16:00:00,0.0,835.4,0,0,2
2021-02-08 16:15:00,0.0,851.0,0,0,2
2021-02-08 16:30:00,0.0,851.9,0,0,2
2021-02-08 16:45:00,3.6,708.1,0,0,2
2021-02-08 17:00:00,2.97,708.1,0,0,2
2021-02-08 17:15:00,1.95,702.1,0,0,2
2021-02-08 17:30:00,0.53,649.0,0,0,2
2021-02-08 17:45:00,0.33,652.6,0,0,2
2021-02-08 18:00:00,0.33,609.9,0,0,2
2021-02-08 18:15:00,0.13,522.1,0,0,2
2021-02-08 18:30:00,0.0,517.3,0,0,2
2021-02-08 18:45:00,0.0,0.0,0,0,2
2021-02-09 00:00:00,0.0,0.0,0,0,2
2021-02-09 06:30:00,0.0,405.0,0,0,2
2021-02-09 06:45:00,0.07,517.7,0,0,2
2021-02-09 07:00:00,0.07,625.6,0,0,2
2021-02-09 07:15:00,0.27,667.8,0,0,2
2021-02-09 07:30:00,0.47,697.8,0,0,2
2021-02-09 07:45:00,0.47,697.8,0,0,2
2021-02-09 08:00:00,0.87,715.8,0,0,2
2021-02-09 08:15:00,1.28,706.3,0,0,2
2021-02-09 08:30:00,2.02,727.8,0,0,2
2021-02-09 08:45:00,2.33,717.7,0,0,2
2021-02-09 09:00:00,2.72,727.8,0,0,2
2021-02-09 09:15:00,2.35,715.2,0,0,2
2021-02-09 09:30:00,4.1,721.8,0,0,2
2021-02-09 09:45:00,4.07,716.4,0,0,2
2021-02-09 10:00:00,3.73,716.6,0,0,2
2021-02-09 10:15:00,1.58,715.9,0,0,2
2021-02-09 10:30:00,4.86,727.8,0,0,2
2021-02-09 10:45:00,6.39,715.7,0,0,2
2021-02-09 11:00:00,6.12,715.3,0,0,2
2021-02-09 11:15:00,4.99,705.6,0,0,2
2021-02-09 11:30:00,6.41,703.8,0,0,2
2021-02-09 11:45:00,7.44,685.8,0,0,2
2021-02-09 12:00:00,6.29,701.3,0,0,2
2021-02-09 12:15:00,6.82,705.4,0,0,2
2021-02-09 12:30:00,7.88,709.8,0,0,2
2021-02-09 12:45:00,3.76,697.8,0,0,2
2021-02-09 13:00:00,2.89,726.0,0,0,2
2021-02-09 13:15:00,5.89,736.1,0,0,2
2021-02-09 13:30:00,5.43,705.5,0,0,2
2021-02-09 13:45:00,7.55,715.8,0,0,2
2021-02-09 14:00:00,6.33,703.8,0,0,2
2021-02-09 14:15:00,3.46,697.8,0,0,2
2021-02-09 14:30:00,2.78,709.8,0,0,2
2021-02-09 14:45:00,1.85,707.3,0,0,2
2021-02-09 15:00:00,1.34,689.2,0,0,2
2021-02-09 15:15:00,6.08,715.8,0,0,2
2021-02-09 15:30:00,2.49,695.2,0,0,2
2021-02-09 15:45:00,2.46,708.3,0,0,2
2021-02-09 16:00:00,1.83,703.8,0,0,2
2021-02-09 16:15:00,4.14,711.3,0,0,2
2021-02-09 16:30:00,3.34,709.8,0,0,2
2021-02-09 16:45:00,2.5,697.9,0,0,2
2021-02-09 17:00:00,2.1,692.0,0,0,2
2021-02-09 17:15:00,1.09,691.8,0,0,2
2021-02-09 17:30:00,0.89,685.8,0,0,2
2021-02-09 17:45:00,0.49,667.8,0,0,2
2021-02-09 18:00:00,0.29,656.1,0,0,2
2021-02-09 18:15:00,0.09,543.3,0,0,2
2021-02-09 18:30:00,0.0,364.4,0,0,2
2021-02-09 18:45:00,0.0,0.0,0,0,2
2021-02-10 00:00:00,0.0,0.0,0,0,2
2021-02-10 06:30:00,0.0,469.6,0,0,2
2021-02-10 06:45:00,0.06,610.0,0,0,2
2021-02-10 07:00:00,0.06,678.2,0,0,2
2021-02-10 07:15:00,0.26,717.5,0,0,2
2021-02-10 07:30:00,0.46,713.3,0,0,2
2021-02-10 07:45:00,0.46,719.3,0,0,2
2021-02-10 08:00:00,0.86,737.3,0,0,2
2021-02-10 08:15:00,1.06,731.3,0,0,2
2021-02-10 08:30:00,1.66,734.7,0,0,2
2021-02-10 08:45:00,2.06,731.3,0,0,2
2021-02-10 09:00:00,2.66,725.3,0,0,2
2021-02-10 09:15:00,3.26,712.0,0,0,2
2021-02-10 09:30:00,3.86,701.5,0,0,2
2021-02-10 09:45:00,4.48,695.7,0,0,2
2021-02-10 10:00:00,5.08,695.3,0,0,2
2021-02-10 10:15:00,4.95,695.2,0,0,2
2021-02-10 10:30:00,4.59,689.2,0,0,2
2021-02-10 10:45:00,6.74,683.3,0,0,2
2021-02-10 11:00:00,7.19,681.8,0,0,2
2021-02-10 11:15:00,7.65,671.3,0,0,2
2021-02-10 11:30:00,7.66,677.3,0,0,2
2021-02-10 11:45:00,7.17,654.6,0,0,2
2021-02-10 12:00:00,8.87,665.2,0,0,2
2021-02-10 12:15:00,4.56,664.0,0,0,2
2021-02-10 12:30:00,8.98,659.3,0,0,2
2021-02-10 12:45:00,9.28,671.3,0,0,2
2021-02-10 13:00:00,9.25,666.5,0,0,2
2021-02-10 13:15:00,9.16,671.3,0,0,2
2021-02-10 13:30:00,5.4,677.3,0,0,2
2021-02-10 13:45:00,4.08,678.6,0,0,2
2021-02-10 14:00:00,9.24,678.4,0,0,2
2021-02-10 14:15:00,8.6,665.3,0,0,2
2021-02-10 14:30:00,8.37,665.3,0,0,2
2021-02-10 14:45:00,8.16,676.1,0,0,2
2021-02-10 15:00:00,7.77,700.2,0,0,2
2021-02-10 15:15:00,7.41,683.3,0,0,2
2021-02-10 15:30:00,7.39,681.4,0,0,2
2021-02-10 15:45:00,6.56,676.4,0,0,2
2021-02-10 16:00:00,6.36,693.4,0,0,2
2021-02-10 16:15:00,5.73,684.2,0,0,2
2021-02-10 16:30:00,4.68,699.4,0,0,2
2021-02-10 16:45:00,3.84,711.8,0,0,2
2021-02-10 17:00:00,3.18,711.4,0,0,2
2021-02-10 17:15:00,2.56,700.9,0,0,2
2021-02-10 17:30:00,1.96,703.9,0,0,2
2021-02-10 17:45:00,1.16,693.4,0,0,2
2021-02-10 18:00:00,0.56,669.5,0,0,2
2021-02-10 18:15:00,0.0,735.7,0,0,2
2021-02-10 18:30:00,0.0,619.8,0,0,2
2021-02-11 06:30:00,0.0,294.5,0,0,2
2021-02-11 06:45:00,0.0,731.6,0,0,2
2021-02-11 07:00:00,0.0,814.3,0,0,2
2021-02-11 07:15:00,-0.31,844.3,0,0,2
2021-02-11 07:30:00,-0.48,858.1,0,0,2
2021-02-11 07:45:00,-0.49,862.3,0,0,2
2021-02-11 08:00:00,-0.31,861.9,0,0,2
2021-02-11 08:15:00,1.02,731.1,0,0,2
2021-02-11 08:30:00,1.62,731.1,0,0,2
2021-02-11 08:45:00,2.22,720.8,0,0,2
2021-02-11 09:00:00,2.82,713.1,0,0,2
2021-02-11 09:15:00,3.42,710.6,0,0,2
